,V5,V2,symbol
15314,0.075,-2.075,
15315,0.07,-2.225,
15316,0.08,-2.41,
15317,0.085,-2.57,
15318,0.08,-2.685,
15319,0.065,-2.78,
15320,0.05,-2.845,
15321,0.04,-2.925,
15322,0.03,-3.0,
15323,-0.01,-3.08,
15324,-0.065,-3.11,
15325,-0.125,-3.14,
15326,-0.175,-3.165,
15327,-0.22,-3.165,
15328,-0.27,-3.19,
15329,-0.345,-3.205,
15330,-0.42,-3.225,
15331,-0.52,-3.225,
15332,-0.53,-3.205,
15333,-0.5,-3.19,
15334,-0.445,-3.195,
15335,-0.42,-3.18,
15336,-0.41,-3.15,
15337,-0.43,-3.095,
15338,-0.42,-3.02,
15339,-0.415,-2.92,
15340,-0.425,-2.8,
15341,-0.43,-2.69,
15342,-0.455,-2.535,
15343,-0.435,-2.355,
15344,-0.42,-2.115,
15345,-0.395,-1.875,
15346,-0.37,-1.63,
15347,-0.365,-1.39,
15348,-0.355,-1.16,
15349,-0.38,-0.935,
15350,-0.4,-0.72,
15351,-0.395,-0.51,
15352,-0.395,-0.315,
15353,-0.4,-0.145,
15354,-0.42,0.005,
15355,-0.445,0.175,
15356,-0.435,0.33,
15357,-0.43,0.475,
15358,-0.42,0.57,
15359,-0.405,0.65,
15360,-0.41,0.705,
15361,-0.415,0.745,
15362,-0.41,0.8,
15363,-0.4,0.85,
15364,-0.4,0.88,
15365,-0.39,0.91,
15366,-0.385,0.94,
15367,-0.39,0.96,
15368,-0.385,1.01,
15369,-0.385,1.055,
15370,-0.37,1.09,
15371,-0.37,1.11,
15372,-0.38,1.14,
15373,-0.39,1.17,
15374,-0.38,1.205,
15375,-0.36,1.25,
15376,-0.36,1.275,
15377,-0.36,1.31,
15378,-0.39,1.335,
15379,-0.39,1.37,
15380,-0.38,1.405,
15381,-0.385,1.45,
15382,-0.375,1.485,
15383,-0.375,1.51,
15384,-0.39,1.545,
15385,-0.385,1.59,
15386,-0.38,1.64,
15387,-0.37,1.685,
15388,-0.365,1.72,
15389,-0.375,1.75,
15390,-0.365,1.77,
15391,-0.365,1.795,
15392,-0.365,1.84,
15393,-0.36,1.89,
15394,-0.34,1.91,
15395,-0.35,1.93,
15396,-0.36,1.965,
15397,-0.34,1.97,
15398,-0.31,1.995,
15399,-0.305,2.035,
15400,-0.29,2.03,
15401,-0.285,2.045,
15402,-0.285,2.05,
15403,-0.295,2.04,
15404,-0.285,2.06,
15405,-0.26,2.06,
15406,-0.255,2.045,
15407,-0.25,2.025,
15408,-0.26,1.995,
15409,-0.26,1.97,
15410,-0.245,1.945,
15411,-0.23,1.93,
15412,-0.215,1.88,
15413,-0.21,1.83,
15414,-0.215,1.775,
15415,-0.21,1.74,
15416,-0.215,1.69,
15417,-0.2,1.65,
15418,-0.195,1.575,
15419,-0.21,1.505,
15420,-0.205,1.44,
15421,-0.21,1.37,
15422,-0.19,1.32,
15423,-0.195,1.27,
15424,-0.185,1.2,
15425,-0.185,1.115,
15426,-0.195,1.05,
15427,-0.2,0.98,
15428,-0.195,0.925,
15429,-0.18,0.875,
15430,-0.18,0.805,
15431,-0.185,0.745,
15432,-0.19,0.665,
15433,-0.21,0.615,
15434,-0.2,0.565,
15435,-0.205,0.525,
15436,-0.195,0.47,
15437,-0.2,0.415,
15438,-0.215,0.37,
15439,-0.22,0.325,
15440,-0.23,0.29,
15441,-0.21,0.285,
15442,-0.205,0.23,
15443,-0.225,0.19,
15444,-0.235,0.17,
15445,-0.24,0.135,
15446,-0.235,0.11,
15447,-0.24,0.105,
15448,-0.24,0.095,
15449,-0.24,0.06,
15450,-0.245,0.04,
15451,-0.27,0.03,
15452,-0.255,0.03,
15453,-0.255,0.02,
15454,-0.255,0.005,
15455,-0.265,0.0,
15456,-0.265,-0.025,
15457,-0.265,-0.035,
15458,-0.265,-0.025,
15459,-0.265,-0.02,
15460,-0.265,-0.03,
15461,-0.26,-0.045,
15462,-0.275,-0.045,
15463,-0.285,-0.075,
15464,-0.285,-0.055,
15465,-0.28,-0.04,
15466,-0.265,-0.065,
15467,-0.265,-0.055,
15468,-0.275,-0.07,
15469,-0.27,-0.07,
15470,-0.275,-0.06,
15471,-0.255,-0.045,
15472,-0.26,-0.055,
15473,-0.26,-0.055,
15474,-0.28,-0.065,
15475,-0.29,-0.07,
15476,-0.285,-0.045,
15477,-0.27,-0.045,
15478,-0.27,-0.045,
15479,-0.265,-0.05,
15480,-0.275,-0.06,
15481,-0.29,-0.06,
15482,-0.28,-0.05,
15483,-0.275,-0.03,
15484,-0.27,-0.045,
15485,-0.265,-0.05,
15486,-0.275,-0.055,
15487,-0.28,-0.06,
15488,-0.28,-0.05,
15489,-0.275,-0.045,
15490,-0.285,-0.055,
15491,-0.27,-0.07,
15492,-0.29,-0.07,
15493,-0.3,-0.075,
15494,-0.295,-0.07,
15495,-0.275,-0.06,
15496,-0.27,-0.065,
15497,-0.27,-0.075,
15498,-0.285,-0.085,
15499,-0.295,-0.085,
15500,-0.28,-0.08,
15501,-0.285,-0.07,
15502,-0.275,-0.09,
15503,-0.29,-0.085,
15504,-0.29,-0.095,
15505,-0.3,-0.105,
15506,-0.29,-0.11,
15507,-0.29,-0.105,
15508,-0.3,-0.11,
15509,-0.3,-0.115,
15510,-0.305,-0.13,
15511,-0.31,-0.14,
15512,-0.305,-0.13,
15513,-0.295,-0.12,
15514,-0.3,-0.13,
15515,-0.305,-0.145,
15516,-0.315,-0.145,
15517,-0.33,-0.16,
15518,-0.315,-0.155,
15519,-0.305,-0.15,
15520,-0.29,-0.165,
15521,-0.305,-0.165,
15522,-0.31,-0.18,
15523,-0.315,-0.18,
15524,-0.31,-0.17,
15525,-0.305,-0.16,
15526,-0.295,-0.165,
15527,-0.305,-0.17,
15528,-0.305,-0.17,
15529,-0.315,-0.17,
15530,-0.32,-0.155,
15531,-0.34,-0.145,
15532,-0.34,-0.14,
15533,-0.34,-0.155,
15534,-0.34,-0.15,
15535,-0.355,-0.16,
15536,-0.35,-0.135,
15537,-0.35,-0.15,
15538,-0.34,-0.13,
15539,-0.34,-0.15,
15540,-0.34,-0.15,
15541,-0.335,-0.16,
15542,-0.325,-0.165,
15543,-0.295,-0.15,
15544,-0.29,-0.17,
15545,-0.305,-0.18,
15546,-0.305,-0.195,
15547,-0.315,-0.215,
15548,-0.315,-0.2,
15549,-0.3,-0.2,
15550,-0.295,-0.215,
15551,-0.28,-0.24,
15552,-0.285,-0.25,
15553,-0.3,-0.255,
15554,-0.28,-0.275,
15555,-0.265,-0.25,
15556,-0.265,-0.275,
15557,-0.275,-0.275,
15558,-0.29,-0.29,
15559,-0.3,-0.3,
15560,-0.29,-0.28,
15561,-0.28,-0.27,
15562,-0.27,-0.27,
15563,-0.28,-0.255,
15564,-0.3,-0.255,
15565,-0.31,-0.255,
15566,-0.32,-0.245,
15567,-0.315,-0.24,
15568,-0.305,-0.255,
15569,-0.315,-0.265,
15570,-0.315,-0.265,
15571,-0.33,-0.255,
15572,-0.325,-0.255,
15573,-0.32,-0.245,
15574,-0.325,-0.245,
15575,-0.335,-0.25,
15576,-0.33,-0.265,
15577,-0.355,-0.26,
15578,-0.33,-0.245,
15579,-0.325,-0.245,
15580,-0.305,-0.25,
15581,-0.31,-0.25,
15582,-0.31,-0.255,
15583,-0.315,-0.26,
15584,-0.32,-0.245,
15585,-0.31,-0.225,
15586,-0.3,-0.23,
15587,-0.305,-0.23,
15588,-0.32,-0.215,
15589,-0.325,-0.175,
15590,-0.31,-0.04,
15591,-0.285,0.305,
15592,-0.255,0.725,
15593,-0.215,0.835,
15594,-0.155,0.57,
15595,0.0,0.295,
15596,0.335,0.215,
15597,0.65,0.2,
15598,0.64,0.175,
15599,0.36,0.14,
15600,0.135,0.095,
15601,0.055,0.07,
15602,0.085,0.03,
15603,0.135,-0.025,
15604,0.16,-0.15,
15605,0.18,-0.31,
15606,0.195,-0.5,
15607,0.21,-0.725,
15608,0.26,-0.925,
15609,0.285,-1.125,
15610,0.3,-1.38,
15611,0.295,-1.635,
15612,0.285,-1.85,
15613,0.28,-2.04,
15614,0.285,-2.17,
15615,0.325,-2.275,
15616,0.36,-2.375,
15617,0.385,-2.475,
15618,0.37,-2.565,
15619,0.365,-2.695,
15620,0.385,-2.79,/
15621,0.39,-2.885,
15622,0.365,-2.975,
15623,0.305,-3.02,
15624,0.24,-3.065,
15625,0.185,-3.1,
15626,0.14,-3.135,
15627,0.07,-3.165,
15628,-0.035,-3.18,
15629,-0.145,-3.19,
15630,-0.205,-3.205,
15631,-0.22,-3.205,
15632,-0.205,-3.19,
15633,-0.2,-3.165,
15634,-0.21,-3.155,
15635,-0.235,-3.105,
15636,-0.27,-3.055,
15637,-0.32,-2.96,
15638,-0.36,-2.845,
15639,-0.395,-2.695,
15640,-0.405,-2.56,
15641,-0.4,-2.425,
15642,-0.4,-2.24,
15643,-0.4,-2.01,
15644,-0.415,-1.78,
15645,-0.42,-1.54,
15646,-0.42,-1.32,
15647,-0.44,-1.11,
15648,-0.445,-0.91,
15649,-0.445,-0.705,
15650,-0.42,-0.48,
15651,-0.41,-0.27,
15652,-0.42,-0.1,
15653,-0.44,0.06,
15654,-0.455,0.195,
15655,-0.47,0.35,
15656,-0.465,0.505,
15657,-0.44,0.625,
15658,-0.43,0.7,
15659,-0.42,0.76,
15660,-0.415,0.81,
15661,-0.405,0.855,
15662,-0.375,0.92,
15663,-0.37,0.98,
15664,-0.35,1.015,
15665,-0.36,1.045,
15666,-0.37,1.09,
15667,-0.37,1.12,
15668,-0.37,1.185,
15669,-0.35,1.24,
15670,-0.345,1.27,
15671,-0.35,1.305,
15672,-0.36,1.34,
15673,-0.36,1.38,
15674,-0.345,1.425,
15675,-0.34,1.49,
15676,-0.335,1.54,
15677,-0.345,1.555,
15678,-0.355,1.6,
15679,-0.365,1.65,
15680,-0.335,1.7,
15681,-0.335,1.745,
15682,-0.35,1.79,
15683,-0.335,1.82,
15684,-0.34,1.86,
15685,-0.34,1.89,
15686,-0.34,1.935,
15687,-0.32,1.965,
15688,-0.335,2.005,
15689,-0.325,2.02,
15690,-0.33,2.045,
15691,-0.325,2.065,
15692,-0.305,2.105,
15693,-0.29,2.13,
15694,-0.28,2.14,
15695,-0.28,2.125,
15696,-0.275,2.13,
15697,-0.275,2.14,
15698,-0.265,2.135,
15699,-0.24,2.135,
15700,-0.23,2.11,
15701,-0.235,2.07,
15702,-0.24,2.045,
15703,-0.25,2.015,
15704,-0.23,1.995,
15705,-0.215,1.955,
15706,-0.19,1.925,
15707,-0.175,1.855,
15708,-0.175,1.79,
15709,-0.155,1.73,
15710,-0.14,1.68,
15711,-0.125,1.635,
15712,-0.125,1.565,
15713,-0.125,1.49,
15714,-0.13,1.4,
15715,-0.135,1.335,
15716,-0.125,1.28,
15717,-0.11,1.215,
15718,-0.11,1.145,
15719,-0.115,1.06,
15720,-0.12,0.99,
15721,-0.12,0.92,
15722,-0.135,0.875,
15723,-0.115,0.83,
15724,-0.135,0.765,
15725,-0.14,0.69,
15726,-0.145,0.63,
15727,-0.145,0.565,
15728,-0.135,0.52,
15729,-0.12,0.47,
15730,-0.125,0.415,
15731,-0.13,0.36,
15732,-0.145,0.31,
15733,-0.16,0.275,
15734,-0.165,0.245,
15735,-0.17,0.23,
15736,-0.165,0.19,
15737,-0.165,0.155,
15738,-0.18,0.125,
15739,-0.185,0.1,
15740,-0.185,0.095,
15741,-0.175,0.085,
15742,-0.18,0.055,
15743,-0.175,0.03,
15744,-0.19,0.015,
15745,-0.19,0.0,
15746,-0.19,-0.005,
15747,-0.185,-0.01,
15748,-0.175,-0.035,
15749,-0.195,-0.045,
15750,-0.205,-0.06,
15751,-0.215,-0.06,
15752,-0.215,-0.065,
15753,-0.195,-0.05,
15754,-0.19,-0.055,
15755,-0.185,-0.08,
15756,-0.2,-0.095,
15757,-0.22,-0.095,
15758,-0.215,-0.085,
15759,-0.205,-0.075,
15760,-0.2,-0.085,
15761,-0.2,-0.11,
15762,-0.22,-0.11,
15763,-0.225,-0.11,
15764,-0.21,-0.1,
15765,-0.195,-0.09,
15766,-0.195,-0.08,
15767,-0.205,-0.095,
15768,-0.215,-0.105,
15769,-0.22,-0.105,
15770,-0.215,-0.095,
15771,-0.21,-0.1,
15772,-0.205,-0.095,
15773,-0.215,-0.095,
15774,-0.215,-0.1,
15775,-0.225,-0.095,
15776,-0.215,-0.08,
15777,-0.2,-0.06,
15778,-0.195,-0.065,
15779,-0.21,-0.09,
15780,-0.215,-0.085,
15781,-0.22,-0.085,
15782,-0.215,-0.07,
15783,-0.19,-0.07,
15784,-0.195,-0.07,
15785,-0.205,-0.075,
15786,-0.215,-0.08,
15787,-0.225,-0.08,
15788,-0.215,-0.06,
15789,-0.21,-0.055,
15790,-0.2,-0.05,
15791,-0.21,-0.065,
15792,-0.22,-0.085,
15793,-0.225,-0.07,
15794,-0.22,-0.065,
15795,-0.22,-0.06,
15796,-0.215,-0.07,
15797,-0.23,-0.09,
15798,-0.225,-0.09,
15799,-0.245,-0.085,
15800,-0.225,-0.085,
15801,-0.225,-0.08,
15802,-0.22,-0.095,
15803,-0.245,-0.1,
15804,-0.24,-0.11,
15805,-0.255,-0.115,
15806,-0.245,-0.1,
15807,-0.245,-0.1,
15808,-0.24,-0.1,
15809,-0.255,-0.11,
15810,-0.255,-0.125,
15811,-0.26,-0.135,
15812,-0.26,-0.125,
15813,-0.25,-0.125,
15814,-0.255,-0.14,
15815,-0.25,-0.155,
15816,-0.265,-0.155,
15817,-0.275,-0.165,
15818,-0.27,-0.155,
15819,-0.27,-0.15,
15820,-0.265,-0.16,
15821,-0.275,-0.185,
15822,-0.29,-0.185,
15823,-0.28,-0.185,
15824,-0.275,-0.19,
15825,-0.27,-0.17,
15826,-0.27,-0.18,
15827,-0.285,-0.195,
15828,-0.29,-0.19,
15829,-0.285,-0.2,
15830,-0.275,-0.195,
15831,-0.28,-0.2,
15832,-0.275,-0.2,
15833,-0.275,-0.215,
15834,-0.305,-0.225,
15835,-0.305,-0.215,
15836,-0.305,-0.21,
15837,-0.31,-0.215,
15838,-0.295,-0.215,
15839,-0.29,-0.23,
15840,-0.3,-0.235,
15841,-0.31,-0.25,
15842,-0.3,-0.23,
15843,-0.285,-0.22,
15844,-0.285,-0.23,
15845,-0.29,-0.23,
15846,-0.295,-0.24,
15847,-0.315,-0.245,
15848,-0.3,-0.235,
15849,-0.295,-0.225,
15850,-0.29,-0.245,
15851,-0.315,-0.25,
15852,-0.3,-0.255,
15853,-0.315,-0.245,
15854,-0.31,-0.245,
15855,-0.3,-0.235,
15856,-0.3,-0.25,
15857,-0.305,-0.255,
15858,-0.305,-0.26,
15859,-0.31,-0.25,
15860,-0.315,-0.25,
15861,-0.305,-0.24,
15862,-0.3,-0.25,
15863,-0.31,-0.25,
15864,-0.32,-0.255,
15865,-0.315,-0.255,
15866,-0.315,-0.255,
15867,-0.31,-0.245,
15868,-0.3,-0.235,
15869,-0.31,-0.24,
15870,-0.315,-0.245,
15871,-0.325,-0.24,
15872,-0.325,-0.215,
15873,-0.32,-0.19,
15874,-0.315,-0.195,
15875,-0.34,-0.2,
15876,-0.335,-0.195,
15877,-0.335,-0.185,
15878,-0.33,-0.185,
15879,-0.325,-0.17,
15880,-0.315,-0.145,
15881,-0.305,-0.09,
15882,-0.3,0.05,
15883,-0.27,0.425,
15884,-0.215,0.81,
15885,-0.16,0.865,
15886,-0.06,0.58,
15887,0.165,0.305,
15888,0.565,0.215,
15889,0.85,0.16,
15890,0.78,0.125,/
15891,0.48,0.06,
15892,0.235,-0.025,
15893,0.15,-0.14,
15894,0.165,-0.295,
15895,0.165,-0.475,
15896,0.16,-0.63,
15897,0.17,-0.815,
15898,0.17,-1.045,
15899,0.17,-1.285,
15900,0.165,-1.48,
15901,0.16,-1.645,
15902,0.16,-1.765,
15903,0.16,-1.9,
15904,0.14,-2.06,
15905,0.11,-2.265,
15906,0.09,-2.44,
15907,0.085,-2.615,
15908,0.08,-2.725,
15909,0.075,-2.805,
15910,0.06,-2.9,
15911,0.015,-3.015,
15912,-0.02,-3.095,
15913,-0.07,-3.15,
15914,-0.12,-3.175,
15915,-0.155,-3.17,
15916,-0.205,-3.205,
15917,-0.27,-3.225,
15918,-0.34,-3.245,
15919,-0.445,-3.245,
15920,-0.51,-3.235,
15921,-0.52,-3.225,
15922,-0.48,-3.235,
15923,-0.43,-3.215,
15924,-0.38,-3.195,
15925,-0.36,-3.13,
15926,-0.35,-3.045,
15927,-0.35,-2.91,
15928,-0.375,-2.79,
15929,-0.395,-2.655,
15930,-0.43,-2.49,
15931,-0.44,-2.285,
15932,-0.415,-2.055,
15933,-0.38,-1.815,
15934,-0.35,-1.58,
15935,-0.35,-1.34,
15936,-0.37,-1.1,
15937,-0.395,-0.875,
15938,-0.41,-0.66,
15939,-0.43,-0.445,
15940,-0.425,-0.26,
15941,-0.445,-0.085,
15942,-0.465,0.09,
15943,-0.47,0.27,
15944,-0.46,0.41,
15945,-0.45,0.53,
15946,-0.445,0.6,
15947,-0.455,0.66,
15948,-0.45,0.7,
15949,-0.46,0.75,
15950,-0.44,0.81,
15951,-0.435,0.865,
15952,-0.43,0.89,
15953,-0.445,0.935,
15954,-0.445,0.965,
15955,-0.44,1.015,
15956,-0.42,1.045,
15957,-0.445,1.095,
15958,-0.415,1.12,
15959,-0.415,1.16,
15960,-0.425,1.185,
15961,-0.42,1.23,
15962,-0.415,1.27,
15963,-0.41,1.32,
15964,-0.395,1.35,
15965,-0.41,1.375,
15966,-0.4,1.41,
15967,-0.4,1.455,
15968,-0.405,1.485,
15969,-0.39,1.545,
15970,-0.39,1.58,
15971,-0.385,1.605,
15972,-0.38,1.635,
15973,-0.385,1.665,
15974,-0.38,1.705,
15975,-0.365,1.745,
15976,-0.37,1.775,
15977,-0.37,1.8,
15978,-0.365,1.82,
15979,-0.37,1.845,
15980,-0.37,1.88,
15981,-0.345,1.91,
15982,-0.33,1.93,
15983,-0.335,1.94,
15984,-0.35,1.94,
15985,-0.34,1.95,
15986,-0.325,1.95,
15987,-0.315,1.955,
15988,-0.305,1.955,
15989,-0.305,1.925,
15990,-0.3,1.9,
15991,-0.295,1.895,
15992,-0.29,1.88,
15993,-0.275,1.85,
15994,-0.255,1.82,
15995,-0.255,1.765,
15996,-0.265,1.7,
15997,-0.27,1.65,
15998,-0.255,1.615,
15999,-0.235,1.56,
16000,-0.25,1.49,
16001,-0.24,1.43,
16002,-0.24,1.365,
16003,-0.24,1.3,
16004,-0.235,1.24,
16005,-0.215,1.18,
16006,-0.22,1.115,
16007,-0.225,1.035,
16008,-0.235,0.955,
16009,-0.24,0.895,
16010,-0.235,0.86,
16011,-0.235,0.805,
16012,-0.235,0.74,
16013,-0.23,0.675,
16014,-0.25,0.62,
16015,-0.255,0.55,
16016,-0.25,0.505,
16017,-0.255,0.48,
16018,-0.245,0.43,
16019,-0.26,0.38,
16020,-0.265,0.34,
16021,-0.275,0.285,
16022,-0.275,0.275,
16023,-0.265,0.245,
16024,-0.275,0.215,
16025,-0.28,0.185,
16026,-0.295,0.145,
16027,-0.305,0.12,
16028,-0.3,0.1,
16029,-0.29,0.085,
16030,-0.295,0.065,
16031,-0.31,0.035,
16032,-0.31,0.03,
16033,-0.32,0.015,
16034,-0.31,0.0,
16035,-0.3,-0.005,
16036,-0.305,-0.025,
16037,-0.31,-0.035,
16038,-0.32,-0.055,
16039,-0.33,-0.055,
16040,-0.32,-0.05,
16041,-0.335,-0.045,
16042,-0.33,-0.05,
16043,-0.325,-0.07,
16044,-0.33,-0.075,
16045,-0.34,-0.07,
16046,-0.33,-0.07,
16047,-0.34,-0.065,
16048,-0.325,-0.06,
16049,-0.325,-0.09,
16050,-0.345,-0.09,
16051,-0.345,-0.085,
16052,-0.335,-0.075,
16053,-0.33,-0.055,
16054,-0.325,-0.05,
16055,-0.325,-0.07,
16056,-0.335,-0.07,
16057,-0.34,-0.07,
16058,-0.33,-0.055,
16059,-0.32,-0.04,
16060,-0.315,-0.05,
16061,-0.325,-0.055,
16062,-0.335,-0.065,
16063,-0.34,-0.06,
16064,-0.335,-0.045,
16065,-0.33,-0.04,
16066,-0.33,-0.035,
16067,-0.32,-0.05,
16068,-0.32,-0.055,
16069,-0.33,-0.045,
16070,-0.335,-0.04,
16071,-0.325,-0.025,
16072,-0.32,-0.03,
16073,-0.315,-0.035,
16074,-0.325,-0.045,
16075,-0.33,-0.045,
16076,-0.315,-0.035,
16077,-0.32,-0.025,
16078,-0.31,-0.045,
16079,-0.33,-0.045,
16080,-0.335,-0.05,
16081,-0.335,-0.055,
16082,-0.32,-0.04,
16083,-0.32,-0.04,
16084,-0.33,-0.04,
16085,-0.325,-0.055,
16086,-0.345,-0.065,
16087,-0.34,-0.06,
16088,-0.335,-0.06,
16089,-0.34,-0.06,
16090,-0.335,-0.055,
16091,-0.34,-0.075,
16092,-0.345,-0.085,
16093,-0.36,-0.095,
16094,-0.355,-0.08,
16095,-0.345,-0.085,
16096,-0.33,-0.085,
16097,-0.355,-0.1,
16098,-0.355,-0.115,
16099,-0.365,-0.12,
16100,-0.355,-0.105,
16101,-0.345,-0.11,
16102,-0.345,-0.115,
16103,-0.35,-0.125,
16104,-0.365,-0.145,
16105,-0.37,-0.135,
16106,-0.36,-0.14,
16107,-0.355,-0.125,
16108,-0.36,-0.135,
16109,-0.365,-0.145,
16110,-0.36,-0.16,
16111,-0.365,-0.165,
16112,-0.375,-0.145,
16113,-0.365,-0.155,
16114,-0.36,-0.16,
16115,-0.375,-0.17,
16116,-0.375,-0.195,
16117,-0.38,-0.19,
16118,-0.375,-0.175,
16119,-0.37,-0.175,
16120,-0.36,-0.18,
16121,-0.375,-0.185,
16122,-0.38,-0.195,
16123,-0.39,-0.195,
16124,-0.375,-0.185,
16125,-0.365,-0.18,
16126,-0.37,-0.19,
16127,-0.37,-0.2,
16128,-0.375,-0.21,
16129,-0.39,-0.195,
16130,-0.375,-0.19,
16131,-0.365,-0.18,
16132,-0.365,-0.2,
16133,-0.375,-0.21,
16134,-0.375,-0.215,
16135,-0.385,-0.205,
16136,-0.38,-0.205,
16137,-0.365,-0.195,
16138,-0.36,-0.21,
16139,-0.375,-0.195,
16140,-0.38,-0.215,
16141,-0.39,-0.215,
16142,-0.385,-0.21,
16143,-0.375,-0.205,
16144,-0.375,-0.215,
16145,-0.37,-0.215,
16146,-0.38,-0.22,
16147,-0.38,-0.225,
16148,-0.375,-0.21,
16149,-0.375,-0.21,
16150,-0.37,-0.21,
16151,-0.365,-0.22,
16152,-0.37,-0.22,
16153,-0.395,-0.225,
16154,-0.385,-0.215,
16155,-0.38,-0.21,
16156,-0.375,-0.215,
16157,-0.375,-0.225,
16158,-0.38,-0.225,
16159,-0.385,-0.225,
16160,-0.375,-0.235,
16161,-0.36,-0.205,
16162,-0.36,-0.21,
16163,-0.37,-0.22,
16164,-0.365,-0.225,
16165,-0.37,-0.23,
16166,-0.36,-0.21,
16167,-0.355,-0.21,
16168,-0.355,-0.205,
16169,-0.355,-0.225,
16170,-0.35,-0.225,
16171,-0.36,-0.205,
16172,-0.345,-0.2,
16173,-0.325,-0.185,
16174,-0.325,-0.12,
16175,-0.305,-0.015,
16176,-0.295,0.285,
16177,-0.27,0.695,
16178,-0.225,0.85,
16179,-0.15,0.66,
16180,0.04,0.395,
16181,0.37,0.25,
16182,0.73,0.195,
16183,0.835,0.14,/
16184,0.625,0.085,
16185,0.3,0.02,
16186,0.11,-0.075,
16187,0.06,-0.205,
16188,0.075,-0.36,
16189,0.075,-0.55,
16190,0.085,-0.72,
16191,0.08,-0.925,
16192,0.085,-1.145,
16193,0.09,-1.365,
16194,0.085,-1.54,
16195,0.08,-1.705,
16196,0.07,-1.835,
16197,0.06,-1.98,
16198,0.045,-2.155,
16199,0.045,-2.35,
16200,0.04,-2.545,
16201,0.03,-2.7,
16202,0.015,-2.785,
16203,0.015,-2.85,
16204,-0.01,-2.94,
16205,-0.065,-3.015,
16206,-0.11,-3.09,
16207,-0.18,-3.125,
16208,-0.235,-3.145,
16209,-0.295,-3.16,
16210,-0.345,-3.18,
16211,-0.415,-3.205,
16212,-0.5,-3.22,
16213,-0.585,-3.215,
16214,-0.64,-3.205,
16215,-0.665,-3.205,
16216,-0.65,-3.21,
16217,-0.605,-3.21,
16218,-0.565,-3.19,
16219,-0.555,-3.165,
16220,-0.5,-3.11,
16221,-0.48,-3.035,
16222,-0.475,-2.965,
16223,-0.475,-2.855,
16224,-0.475,-2.735,
16225,-0.485,-2.59,
16226,-0.46,-2.405,
16227,-0.43,-2.195,
16228,-0.415,-1.985,
16229,-0.375,-1.765,
16230,-0.35,-1.53,
16231,-0.315,-1.265,
16232,-0.315,-1.02,
16233,-0.33,-0.8,
16234,-0.355,-0.59,
16235,-0.355,-0.4,
16236,-0.37,-0.22,
16237,-0.385,-0.05,
16238,-0.38,0.135,
16239,-0.375,0.3,
16240,-0.37,0.445,
16241,-0.36,0.555,
16242,-0.37,0.625,
16243,-0.365,0.675,
16244,-0.355,0.735,
16245,-0.365,0.78,
16246,-0.375,0.815,
16247,-0.39,0.84,
16248,-0.39,0.86,
16249,-0.39,0.9,
16250,-0.39,0.95,
16251,-0.385,0.965,
16252,-0.38,0.995,
16253,-0.38,1.025,
16254,-0.4,1.04,
16255,-0.41,1.065,
16256,-0.4,1.105,
16257,-0.395,1.125,
16258,-0.39,1.155,
16259,-0.4,1.155,
16260,-0.395,1.185,
16261,-0.41,1.215,
16262,-0.41,1.255,
16263,-0.415,1.29,
16264,-0.41,1.31,
16265,-0.415,1.33,
16266,-0.41,1.355,
16267,-0.425,1.38,
16268,-0.43,1.42,
16269,-0.415,1.45,
16270,-0.415,1.485,
16271,-0.415,1.52,
16272,-0.425,1.535,
16273,-0.435,1.57,
16274,-0.435,1.61,
16275,-0.42,1.64,
16276,-0.405,1.67,
16277,-0.425,1.69,
16278,-0.41,1.725,
16279,-0.415,1.745,
16280,-0.425,1.79,
16281,-0.415,1.83,
16282,-0.41,1.85,
16283,-0.405,1.88,
16284,-0.41,1.885,
16285,-0.405,1.91,
16286,-0.385,1.935,
16287,-0.355,1.955,
16288,-0.35,1.97,
16289,-0.335,1.975,
16290,-0.33,1.97,
16291,-0.325,1.975,
16292,-0.31,2.0,
16293,-0.3,2.0,
16294,-0.29,1.99,
16295,-0.285,1.955,
16296,-0.28,1.94,
16297,-0.28,1.915,
16298,-0.26,1.905,
16299,-0.24,1.87,
16300,-0.23,1.835,
16301,-0.235,1.795,
16302,-0.225,1.74,
16303,-0.225,1.7,
16304,-0.21,1.64,
16305,-0.195,1.595,
16306,-0.19,1.545,
16307,-0.19,1.485,
16308,-0.185,1.41,
16309,-0.19,1.35,
16310,-0.165,1.295,
16311,-0.16,1.23,
16312,-0.155,1.17,
16313,-0.15,1.095,
16314,-0.175,1.03,
16315,-0.17,0.98,
16316,-0.155,0.92,
16317,-0.155,0.86,
16318,-0.155,0.81,
16319,-0.16,0.73,
16320,-0.155,0.66,
16321,-0.175,0.605,
16322,-0.18,0.57,
16323,-0.17,0.54,
16324,-0.165,0.495,
16325,-0.18,0.44,
16326,-0.18,0.39,
16327,-0.2,0.355,
16328,-0.195,0.335,
16329,-0.185,0.31,
16330,-0.195,0.28,
16331,-0.2,0.245,
16332,-0.225,0.205,
16333,-0.23,0.19,
16334,-0.23,0.185,
16335,-0.225,0.175,
16336,-0.23,0.135,
16337,-0.235,0.12,
16338,-0.25,0.1,
16339,-0.245,0.085,
16340,-0.245,0.085,
16341,-0.25,0.07,
16342,-0.245,0.07,
16343,-0.26,0.05,
16344,-0.275,0.045,
16345,-0.265,0.045,
16346,-0.25,0.035,
16347,-0.245,0.04,
16348,-0.265,0.05,
16349,-0.275,0.025,
