,V5,V2,symbol
153531,-0.49,0.0,
153532,-0.51,-0.005,
153533,-0.51,-0.01,
153534,-0.51,0.0,
153535,-0.505,-0.005,
153536,-0.495,-0.005,
153537,-0.505,0.005,
153538,-0.515,-0.02,
153539,-0.52,-0.02,
153540,-0.51,0.0,
153541,-0.505,0.0,
153542,-0.505,0.01,
153543,-0.51,0.015,
153544,-0.52,0.0,
153545,-0.515,0.0,
153546,-0.51,0.015,
153547,-0.49,0.01,
153548,-0.49,0.025,
153549,-0.495,0.015,
153550,-0.49,0.01,
153551,-0.5,0.01,
153552,-0.485,0.035,
153553,-0.475,0.04,
153554,-0.47,0.04,
153555,-0.465,0.03,
153556,-0.465,0.025,
153557,-0.465,0.03,
153558,-0.44,0.045,
153559,-0.435,0.055,
153560,-0.415,0.07,
153561,-0.4,0.055,
153562,-0.41,0.05,
153563,-0.405,0.07,
153564,-0.395,0.08,
153565,-0.385,0.09,
153566,-0.365,0.09,
153567,-0.365,0.09,
153568,-0.365,0.085,
153569,-0.36,0.1,
153570,-0.345,0.095,
153571,-0.325,0.11,
153572,-0.32,0.095,
153573,-0.315,0.095,
153574,-0.32,0.085,
153575,-0.32,0.095,
153576,-0.305,0.11,
153577,-0.325,0.11,
153578,-0.31,0.12,
153579,-0.325,0.1,
153580,-0.33,0.09,
153581,-0.32,0.1,
153582,-0.31,0.11,
153583,-0.3,0.11,
153584,-0.305,0.115,
153585,-0.305,0.1,
153586,-0.315,0.09,
153587,-0.315,0.1,
153588,-0.31,0.095,
153589,-0.305,0.09,
153590,-0.29,0.1,
153591,-0.315,0.09,
153592,-0.32,0.075,
153593,-0.32,0.075,
153594,-0.31,0.075,
153595,-0.3,0.085,
153596,-0.305,0.085,
153597,-0.325,0.075,
153598,-0.32,0.06,
153599,-0.325,0.06,
153600,-0.315,0.08,
153601,-0.305,0.075,
153602,-0.32,0.075,
153603,-0.325,0.065,
153604,-0.34,0.055,
153605,-0.345,0.045,
153606,-0.34,0.065,
153607,-0.335,0.065,
153608,-0.34,0.05,
153609,-0.345,0.05,
153610,-0.345,0.03,
153611,-0.365,0.04,
153612,-0.35,0.055,
153613,-0.34,0.06,
153614,-0.35,0.05,
153615,-0.36,0.045,
153616,-0.365,0.035,
153617,-0.385,0.03,
153618,-0.375,0.045,
153619,-0.36,0.055,
153620,-0.365,0.05,
153621,-0.375,0.035,
153622,-0.37,0.035,
153623,-0.385,0.04,
153624,-0.38,0.05,
153625,-0.38,0.06,
153626,-0.385,0.065,
153627,-0.385,0.045,
153628,-0.4,0.035,
153629,-0.415,0.045,
153630,-0.405,0.06,
153631,-0.395,0.07,
153632,-0.395,0.055,
153633,-0.4,0.05,
153634,-0.425,0.035,
153635,-0.42,0.04,
153636,-0.41,0.055,
153637,-0.395,0.055,
153638,-0.395,0.06,
153639,-0.4,0.05,
153640,-0.405,0.035,
153641,-0.42,0.05,
153642,-0.41,0.06,
153643,-0.395,0.065,
153644,-0.39,0.055,
153645,-0.4,0.05,
153646,-0.4,0.04,
153647,-0.4,0.055,
153648,-0.385,0.05,
153649,-0.385,0.06,
153650,-0.385,0.075,
153651,-0.385,0.06,
153652,-0.395,0.05,
153653,-0.4,0.065,
153654,-0.385,0.05,
153655,-0.375,0.065,
153656,-0.375,0.085,
153657,-0.385,0.07,
153658,-0.39,0.065,
153659,-0.4,0.075,
153660,-0.38,0.08,
153661,-0.37,0.09,
153662,-0.385,0.095,
153663,-0.385,0.09,
153664,-0.385,0.08,
153665,-0.395,0.095,
153666,-0.385,0.095,
153667,-0.36,0.095,
153668,-0.365,0.09,
153669,-0.375,0.075,
153670,-0.38,0.065,
153671,-0.38,0.07,
153672,-0.365,0.07,
153673,-0.345,0.08,
153674,-0.34,0.07,
153675,-0.33,0.05,
153676,-0.32,0.03,
153677,-0.335,0.04,
153678,-0.325,0.055,
153679,-0.32,0.055,
153680,-0.315,0.055,
153681,-0.32,0.05,
153682,-0.325,0.045,
153683,-0.33,0.05,
153684,-0.315,0.07,
153685,-0.3,0.06,
153686,-0.29,0.06,
153687,-0.29,0.045,
153688,-0.29,0.045,
153689,-0.31,0.04,
153690,-0.29,0.055,
153691,-0.29,0.065,
153692,-0.29,0.07,
153693,-0.295,0.055,
153694,-0.31,0.035,
153695,-0.325,0.04,
153696,-0.335,0.05,
153697,-0.33,0.05,
153698,-0.32,0.035,
153699,-0.32,0.04,
153700,-0.33,0.03,
153701,-0.34,0.025,
153702,-0.355,0.04,
153703,-0.35,0.04,
153704,-0.36,0.025,
153705,-0.36,0.03,
153706,-0.36,0.015,
153707,-0.37,0.025,
153708,-0.36,0.035,
153709,-0.35,0.03,
153710,-0.35,0.03,
153711,-0.355,0.02,
153712,-0.36,0.005,
153713,-0.36,0.01,
153714,-0.36,0.03,
153715,-0.355,0.035,
153716,-0.365,0.03,
153717,-0.36,0.025,
153718,-0.365,0.025,
153719,-0.37,0.02,
153720,-0.36,0.035,
153721,-0.35,0.045,
153722,-0.35,0.035,
153723,-0.37,0.03,
153724,-0.375,0.015,
153725,-0.375,0.025,
153726,-0.37,0.03,
153727,-0.355,0.035,
153728,-0.35,0.04,
153729,-0.355,0.03,
153730,-0.36,0.025,
153731,-0.36,0.025,
153732,-0.355,0.035,
153733,-0.34,0.03,
153734,-0.345,0.035,
153735,-0.34,0.03,
153736,-0.34,0.015,
153737,-0.355,0.025,
153738,-0.345,0.025,
153739,-0.335,0.05,
153740,-0.335,0.05,
153741,-0.33,0.04,
153742,-0.35,0.035,
153743,-0.34,0.05,
153744,-0.325,0.075,
153745,-0.315,0.08,
153746,-0.325,0.07,
153747,-0.32,0.085,
153748,-0.315,0.08,
153749,-0.285,0.1,
153750,-0.225,0.125,
153751,-0.17,0.125,
153752,-0.115,0.13,
153753,-0.045,0.145,
153754,0.015,0.145,
153755,0.08,0.155,
153756,0.175,0.195,
153757,0.275,0.205,
153758,0.42,0.21,
153759,0.575,0.215,
153760,0.745,0.22,
153761,0.9,0.285,
153762,1.045,0.34,
153763,1.14,0.385,
153764,1.175,0.385,
153765,1.12,0.335,f
153766,1.095,0.245,
153767,1.26,0.24,
153768,1.325,0.485,
153769,0.985,0.605,
153770,0.505,0.335,
153771,0.17,-0.04,
153772,0.0,-0.205,
153773,-0.105,-0.205,
153774,-0.195,-0.15,
153775,-0.265,-0.11,
153776,-0.31,-0.08,
153777,-0.335,-0.04,
153778,-0.345,0.0,
153779,-0.35,0.04,
153780,-0.33,0.055,
153781,-0.31,0.07,
153782,-0.33,0.075,
153783,-0.335,0.08,
153784,-0.36,0.07,
153785,-0.38,0.075,
153786,-0.38,0.08,
153787,-0.365,0.065,
153788,-0.36,0.06,
153789,-0.36,0.05,
153790,-0.36,0.035,
153791,-0.375,0.025,
153792,-0.38,0.03,
153793,-0.375,0.03,
153794,-0.39,0.04,
153795,-0.39,0.02,
153796,-0.395,0.005,
153797,-0.4,0.025,
153798,-0.405,0.03,
153799,-0.395,0.03,
153800,-0.405,0.02,
153801,-0.405,0.005,
153802,-0.425,0.0,
153803,-0.425,-0.005,
153804,-0.43,0.01,
153805,-0.42,0.005,
153806,-0.42,0.005,
153807,-0.425,0.0,
153808,-0.44,-0.005,
153809,-0.465,-0.015,
153810,-0.44,-0.005,
153811,-0.425,0.0,
153812,-0.435,-0.005,
153813,-0.435,-0.01,
153814,-0.45,-0.015,
153815,-0.475,-0.015,
153816,-0.465,-0.03,
153817,-0.465,-0.025,
153818,-0.46,-0.015,
153819,-0.47,-0.01,
153820,-0.475,-0.025,
153821,-0.49,-0.04,
153822,-0.485,-0.035,
153823,-0.475,-0.03,
153824,-0.465,-0.025,
153825,-0.47,-0.035,
153826,-0.495,-0.04,
153827,-0.51,-0.04,
153828,-0.51,-0.025,
153829,-0.485,-0.02,
153830,-0.49,-0.025,
153831,-0.51,-0.05,
153832,-0.525,-0.05,
153833,-0.535,-0.055,
153834,-0.51,-0.04,
153835,-0.495,-0.04,
153836,-0.485,-0.04,
153837,-0.505,-0.04,
153838,-0.53,-0.06,
153839,-0.535,-0.07,
153840,-0.54,-0.04,
153841,-0.525,-0.05,
153842,-0.53,-0.06,
153843,-0.53,-0.075,
153844,-0.54,-0.055,
153845,-0.53,-0.04,
153846,-0.52,-0.03,
153847,-0.51,-0.025,
153848,-0.505,-0.03,
153849,-0.495,-0.04,
153850,-0.515,-0.045,
153851,-0.505,-0.025,
153852,-0.505,-0.03,
153853,-0.485,-0.015,
153854,-0.485,-0.02,
153855,-0.49,-0.025,
153856,-0.48,-0.02,
153857,-0.49,-0.02,
153858,-0.47,-0.005,
153859,-0.47,0.015,
153860,-0.455,0.02,
153861,-0.445,0.015,
153862,-0.45,0.015,
153863,-0.45,0.03,
153864,-0.435,0.035,
153865,-0.43,0.05,
153866,-0.415,0.05,
153867,-0.41,0.04,
153868,-0.415,0.04,
153869,-0.41,0.05,
153870,-0.395,0.07,
153871,-0.38,0.085,
153872,-0.365,0.08,
153873,-0.365,0.085,
153874,-0.365,0.075,
153875,-0.375,0.09,
153876,-0.36,0.095,
153877,-0.34,0.115,
153878,-0.34,0.115,
153879,-0.325,0.1,
153880,-0.315,0.095,
153881,-0.32,0.105,
153882,-0.315,0.12,
153883,-0.295,0.12,
153884,-0.3,0.11,
153885,-0.31,0.095,
153886,-0.315,0.1,
153887,-0.305,0.11,
153888,-0.285,0.12,
153889,-0.265,0.115,
153890,-0.27,0.115,
153891,-0.3,0.115,
153892,-0.31,0.095,
153893,-0.315,0.095,
153894,-0.305,0.095,
153895,-0.3,0.1,
153896,-0.3,0.095,
153897,-0.305,0.075,
153898,-0.32,0.07,
153899,-0.315,0.075,
153900,-0.305,0.08,
153901,-0.295,0.085,
153902,-0.29,0.085,
153903,-0.3,0.07,
153904,-0.315,0.055,
153905,-0.34,0.06,
153906,-0.335,0.065,
153907,-0.31,0.07,
153908,-0.305,0.07,
153909,-0.295,0.065,
153910,-0.315,0.05,
153911,-0.335,0.055,
153912,-0.335,0.06,
153913,-0.325,0.065,
153914,-0.325,0.07,
153915,-0.325,0.05,
153916,-0.32,0.035,
153917,-0.34,0.05,
153918,-0.345,0.055,
153919,-0.34,0.045,
153920,-0.34,0.045,
153921,-0.355,0.05,
153922,-0.37,0.04,
153923,-0.37,0.05,
153924,-0.35,0.05,
153925,-0.32,0.07,
153926,-0.31,0.05,
153927,-0.315,0.04,
153928,-0.33,0.035,
153929,-0.345,0.04,
153930,-0.355,0.05,
153931,-0.365,0.065,
153932,-0.35,0.06,
153933,-0.365,0.055,
153934,-0.365,0.045,
153935,-0.365,0.035,
153936,-0.335,0.06,
153937,-0.33,0.06,
153938,-0.345,0.055,
153939,-0.35,0.055,
153940,-0.36,0.04,
153941,-0.38,0.055,
153942,-0.36,0.065,
153943,-0.36,0.07,
153944,-0.345,0.07,
153945,-0.345,0.065,
153946,-0.355,0.055,
153947,-0.37,0.06,
153948,-0.365,0.065,
153949,-0.34,0.065,
153950,-0.33,0.07,
153951,-0.295,0.065,
153952,-0.31,0.05,
153953,-0.325,0.065,
153954,-0.33,0.07,
153955,-0.345,0.075,
153956,-0.345,0.075,
153957,-0.355,0.04,
153958,-0.355,0.06,
153959,-0.33,0.055,
153960,-0.32,0.075,
153961,-0.315,0.07,
153962,-0.32,0.08,
153963,-0.34,0.075,
153964,-0.34,0.06,
153965,-0.35,0.085,
153966,-0.33,0.085,
153967,-0.32,0.085,
153968,-0.325,0.09,
153969,-0.335,0.09,
153970,-0.355,0.075,
153971,-0.36,0.07,
153972,-0.365,0.09,
153973,-0.35,0.095,
153974,-0.36,0.07,
153975,-0.35,0.055,
153976,-0.34,0.045,
153977,-0.34,0.055,
153978,-0.325,0.055,
153979,-0.32,0.055,
153980,-0.315,0.055,
153981,-0.32,0.05,
153982,-0.325,0.04,
153983,-0.335,0.035,
153984,-0.325,0.07,
153985,-0.32,0.065,
153986,-0.295,0.07,
153987,-0.27,0.035,
153988,-0.27,0.025,
153989,-0.28,0.04,
153990,-0.275,0.06,
153991,-0.27,0.07,
153992,-0.26,0.06,
153993,-0.26,0.045,
153994,-0.25,0.04,
153995,-0.255,0.045,
153996,-0.24,0.055,
153997,-0.25,0.06,
153998,-0.25,0.055,
153999,-0.265,0.045,
154000,-0.28,0.025,
154001,-0.295,0.04,
154002,-0.295,0.045,
154003,-0.295,0.045,
154004,-0.295,0.035,
154005,-0.285,0.02,
154006,-0.29,0.015,
154007,-0.295,0.03,
154008,-0.28,0.025,
154009,-0.285,0.02,
154010,-0.275,0.015,
154011,-0.28,0.005,
154012,-0.295,0.01,
154013,-0.325,0.015,
154014,-0.315,0.005,
154015,-0.31,0.01,
154016,-0.31,0.025,
154017,-0.32,0.01,
154018,-0.335,0.005,
154019,-0.335,0.005,
154020,-0.31,0.035,
154021,-0.295,0.035,
154022,-0.295,0.025,
154023,-0.3,-0.005,
154024,-0.3,-0.02,
154025,-0.31,-0.005,
154026,-0.31,0.035,
154027,-0.3,0.045,
154028,-0.295,0.05,
154029,-0.305,0.025,
154030,-0.315,0.0,
154031,-0.315,0.01,
154032,-0.31,0.02,
154033,-0.31,0.035,
154034,-0.3,0.03,
154035,-0.31,0.015,
154036,-0.325,0.01,
154037,-0.325,0.015,
154038,-0.305,0.02,
154039,-0.29,0.025,
154040,-0.29,0.015,
154041,-0.285,0.015,
154042,-0.29,0.005,
154043,-0.29,0.015,
154044,-0.275,0.015,
154045,-0.28,0.035,
154046,-0.3,0.025,
154047,-0.295,0.05,
154048,-0.275,0.05,
154049,-0.23,0.075,
154050,-0.19,0.115,
154051,-0.145,0.13,
154052,-0.08,0.13,
154053,-0.015,0.12,
154054,0.07,0.145,
154055,0.16,0.165,
154056,0.29,0.205,
154057,0.5,0.225,
154058,0.97,0.255,
154059,1.51,0.53,
154060,1.6,0.875,
154061,1.4,0.895,
154062,1.325,0.67,f
154063,1.38,0.535,
154064,1.425,0.47,
154065,1.3,0.38,
154066,1.05,0.21,
154067,0.8,0.035,
154068,0.575,-0.105,
154069,0.4,-0.195,
154070,0.23,-0.265,
154071,0.035,-0.3,
154072,-0.125,-0.29,
154073,-0.24,-0.24,
154074,-0.295,-0.2,
154075,-0.325,-0.155,
154076,-0.335,-0.13,
154077,-0.36,-0.105,
154078,-0.35,-0.07,
154079,-0.355,-0.01,
154080,-0.345,0.025,
154081,-0.335,0.05,
154082,-0.32,0.045,
154083,-0.33,0.035,
154084,-0.345,0.03,
154085,-0.35,0.03,
154086,-0.35,0.025,
154087,-0.34,0.04,
154088,-0.335,0.03,
154089,-0.34,0.01,
154090,-0.35,-0.015,
154091,-0.37,-0.01,
154092,-0.38,-0.01,
154093,-0.37,0.0,
154094,-0.37,-0.015,
154095,-0.37,-0.01,
154096,-0.36,-0.025,
154097,-0.365,-0.02,
154098,-0.36,0.0,
154099,-0.355,-0.005,
154100,-0.37,-0.015,
154101,-0.38,-0.02,
154102,-0.37,-0.035,
154103,-0.375,-0.03,
154104,-0.375,-0.025,
154105,-0.38,-0.005,
154106,-0.38,-0.01,
154107,-0.395,-0.03,
154108,-0.415,-0.035,
154109,-0.42,-0.04,
154110,-0.415,-0.02,
154111,-0.405,-0.025,
154112,-0.41,-0.025,
154113,-0.41,-0.045,
154114,-0.435,-0.06,
154115,-0.435,-0.06,
154116,-0.425,-0.05,
154117,-0.425,-0.05,
154118,-0.43,-0.045,
154119,-0.435,-0.065,
154120,-0.455,-0.065,
154121,-0.45,-0.065,
154122,-0.445,-0.055,
154123,-0.44,-0.045,
154124,-0.455,-0.055,
154125,-0.47,-0.06,
154126,-0.48,-0.07,
154127,-0.485,-0.085,
154128,-0.485,-0.065,
154129,-0.465,-0.06,
154130,-0.47,-0.065,
154131,-0.47,-0.075,
154132,-0.46,-0.085,
154133,-0.47,-0.075,
154134,-0.485,-0.07,
154135,-0.485,-0.06,
154136,-0.49,-0.085,
154137,-0.485,-0.085,
154138,-0.48,-0.105,
154139,-0.49,-0.07,
154140,-0.5,-0.08,
154141,-0.505,-0.065,
154142,-0.495,-0.06,
154143,-0.485,-0.08,
154144,-0.485,-0.095,
154145,-0.485,-0.09,
154146,-0.49,-0.085,
154147,-0.5,-0.06,
154148,-0.505,-0.07,
154149,-0.505,-0.065,
154150,-0.51,-0.065,
154151,-0.5,-0.07,
154152,-0.5,-0.065,
154153,-0.48,-0.045,
154154,-0.475,-0.04,
154155,-0.485,-0.045,
154156,-0.475,-0.035,
154157,-0.475,-0.04,
154158,-0.46,-0.02,
154159,-0.455,-0.01,
154160,-0.445,0.005,
154161,-0.435,-0.01,
154162,-0.435,-0.015,
154163,-0.42,-0.005,
154164,-0.415,0.025,
154165,-0.38,0.02,
154166,-0.375,0.035,
154167,-0.385,0.03,
154168,-0.38,0.025,
154169,-0.375,0.035,
154170,-0.355,0.045,
154171,-0.34,0.065,
154172,-0.34,0.075,
154173,-0.33,0.06,
154174,-0.33,0.06,
154175,-0.3,0.065,
154176,-0.265,0.08,
154177,-0.26,0.09,
154178,-0.275,0.085,
154179,-0.29,0.075,
154180,-0.285,0.075,
154181,-0.275,0.08,
154182,-0.265,0.095,
154183,-0.285,0.09,
154184,-0.295,0.075,
154185,-0.31,0.065,
154186,-0.31,0.065,
154187,-0.3,0.08,
154188,-0.3,0.085,
154189,-0.29,0.09,
154190,-0.295,0.085,
154191,-0.3,0.09,
154192,-0.3,0.065,
154193,-0.305,0.07,
154194,-0.3,0.07,
154195,-0.285,0.075,
154196,-0.285,0.075,
154197,-0.29,0.055,
154198,-0.305,0.05,
154199,-0.3,0.055,
154200,-0.29,0.085,
154201,-0.275,0.08,
154202,-0.28,0.065,
154203,-0.28,0.055,
154204,-0.29,0.045,
154205,-0.3,0.055,
154206,-0.295,0.07,
154207,-0.295,0.065,
154208,-0.28,0.07,
154209,-0.295,0.06,
154210,-0.3,0.045,
154211,-0.3,0.055,
154212,-0.3,0.055,
154213,-0.295,0.075,
154214,-0.295,0.08,
154215,-0.31,0.065,
154216,-0.305,0.05,
154217,-0.32,0.055,
154218,-0.31,0.06,
154219,-0.29,0.07,
154220,-0.29,0.08,
154221,-0.3,0.06,
154222,-0.305,0.065,
154223,-0.305,0.055,
154224,-0.305,0.07,
154225,-0.295,0.07,
154226,-0.295,0.065,
154227,-0.3,0.065,
154228,-0.315,0.06,
154229,-0.305,0.045,
154230,-0.305,0.075,
154231,-0.29,0.08,
154232,-0.29,0.075,
154233,-0.295,0.06,
154234,-0.3,0.065,
154235,-0.3,0.065,
154236,-0.29,0.08,
154237,-0.285,0.085,
154238,-0.27,0.085,
154239,-0.29,0.065,
154240,-0.3,0.06,
154241,-0.315,0.07,
154242,-0.31,0.065,
154243,-0.295,0.075,
154244,-0.285,0.08,
154245,-0.29,0.07,
154246,-0.3,0.065,
154247,-0.295,0.075,
154248,-0.295,0.085,
154249,-0.285,0.095,
154250,-0.27,0.085,
154251,-0.29,0.085,
154252,-0.295,0.08,
154253,-0.31,0.085,
154254,-0.305,0.1,
154255,-0.305,0.115,
154256,-0.295,0.105,
154257,-0.295,0.095,
154258,-0.315,0.085,
154259,-0.315,0.09,
154260,-0.305,0.105,
154261,-0.28,0.085,
154262,-0.275,0.085,
154263,-0.255,0.075,
154264,-0.265,0.06,
154265,-0.285,0.06,
154266,-0.315,0.06,
154267,-0.305,0.06,
154268,-0.305,0.07,
154269,-0.305,0.055,
154270,-0.3,0.035,
154271,-0.285,0.025,
154272,-0.275,0.05,
154273,-0.27,0.05,
154274,-0.25,0.06,
154275,-0.27,0.05,
154276,-0.27,0.02,
154277,-0.255,0.04,
154278,-0.235,0.035,
154279,-0.215,0.055,
154280,-0.225,0.045,
154281,-0.215,0.04,
154282,-0.22,0.045,
154283,-0.24,0.05,
154284,-0.245,0.055,
154285,-0.25,0.045,
154286,-0.26,0.035,
154287,-0.265,0.03,
154288,-0.285,0.025,
154289,-0.29,0.025,
154290,-0.295,0.025,
154291,-0.285,0.035,
154292,-0.285,0.025,
154293,-0.305,0.01,
154294,-0.3,0.005,
154295,-0.31,0.005,
154296,-0.3,0.01,
154297,-0.295,0.015,
154298,-0.3,0.005,
154299,-0.31,0.0,
154300,-0.32,-0.005,
154301,-0.325,-0.005,
154302,-0.305,0.005,
154303,-0.29,0.005,
154304,-0.285,0.015,
154305,-0.3,0.0,
154306,-0.295,-0.01,
154307,-0.305,0.0,
154308,-0.3,0.0,
154309,-0.295,0.02,
154310,-0.29,0.02,
154311,-0.295,0.01,
154312,-0.295,-0.005,
154313,-0.31,-0.005,
154314,-0.28,0.005,
154315,-0.29,0.01,
154316,-0.285,0.015,
154317,-0.29,0.015,
154318,-0.29,-0.005,
154319,-0.3,0.0,
154320,-0.285,0.015,
154321,-0.275,0.01,
154322,-0.275,0.005,
154323,-0.27,0.01,
154324,-0.275,-0.005,
154325,-0.29,0.01,
154326,-0.27,0.015,
154327,-0.26,0.01,
154328,-0.245,0.015,
154329,-0.255,0.01,
154330,-0.255,0.015,
154331,-0.245,0.025,
154332,-0.235,0.045,
154333,-0.21,0.075,
154334,-0.18,0.085,
154335,-0.115,0.08,
154336,0.0,0.085,
154337,0.28,0.12,
154338,0.815,0.22,
154339,1.19,0.56,
154340,1.01,0.865,
154341,0.64,0.795,
154342,0.475,0.51,
154343,0.54,0.345,
154344,0.705,0.33,
154345,0.885,0.355,
154346,1.015,0.34,
154347,1.12,0.37,
154348,1.255,0.38,f
154349,1.35,0.42,
154350,1.385,0.41,
154351,1.315,0.375,
154352,1.16,0.255,
154353,0.945,0.085,
154354,0.71,-0.07,
154355,0.5,-0.185,
154356,0.32,-0.255,
154357,0.16,-0.29,
154358,-0.01,-0.295,
154359,-0.16,-0.27,
154360,-0.265,-0.235,
154361,-0.31,-0.175,
154362,-0.33,-0.135,
154363,-0.34,-0.09,
154364,-0.355,-0.03,
154365,-0.37,0.0,
154366,-0.37,0.01,
154367,-0.385,0.02,
154368,-0.37,0.04,
154369,-0.365,0.035,
154370,-0.355,0.035,
154371,-0.365,0.025,
154372,-0.38,-0.005,
154373,-0.38,0.0,
154374,-0.37,-0.01,
154375,-0.37,0.005,
154376,-0.365,-0.01,
154377,-0.375,-0.025,
154378,-0.395,-0.02,
154379,-0.4,-0.015,
154380,-0.39,-0.015,
154381,-0.385,-0.015,
154382,-0.385,-0.01,
154383,-0.385,-0.02,
154384,-0.4,-0.03,
154385,-0.4,-0.025,
154386,-0.405,-0.02,
154387,-0.395,-0.015,
154388,-0.4,-0.025,
154389,-0.415,-0.03,
154390,-0.415,-0.045,
154391,-0.43,-0.04,
154392,-0.42,-0.025,
154393,-0.43,-0.015,
154394,-0.415,-0.01,
154395,-0.43,-0.03,
154396,-0.445,-0.035,
154397,-0.45,-0.04,
154398,-0.435,-0.04,
154399,-0.435,-0.02,
154400,-0.44,-0.03,
154401,-0.45,-0.04,
154402,-0.455,-0.05,
154403,-0.46,-0.055,
154404,-0.455,-0.045,
154405,-0.455,-0.035,
154406,-0.455,-0.04,
154407,-0.475,-0.045,
154408,-0.48,-0.06,
154409,-0.485,-0.055,
154410,-0.485,-0.045,
154411,-0.475,-0.04,
154412,-0.48,-0.04,
154413,-0.48,-0.045,
154414,-0.495,-0.055,
154415,-0.495,-0.055,
154416,-0.49,-0.065,
154417,-0.475,-0.05,
154418,-0.46,-0.055,
154419,-0.475,-0.06,
154420,-0.495,-0.07,
154421,-0.535,-0.07,
154422,-0.535,-0.05,
154423,-0.525,-0.035,
154424,-0.515,-0.03,
154425,-0.52,-0.055,
154426,-0.52,-0.06,
154427,-0.53,-0.06,
154428,-0.515,-0.055,
154429,-0.51,-0.05,
154430,-0.5,-0.045,
154431,-0.505,-0.055,
154432,-0.49,-0.06,
154433,-0.505,-0.06,
154434,-0.5,-0.05,
154435,-0.505,-0.045,
154436,-0.505,-0.045,
154437,-0.515,-0.06,
154438,-0.52,-0.055,
154439,-0.525,-0.04,
154440,-0.51,-0.02,
154441,-0.495,-0.025,
154442,-0.485,-0.025,
154443,-0.48,-0.025,
154444,-0.48,-0.025,
154445,-0.475,-0.02,
154446,-0.455,-0.01,
154447,-0.445,0.0,
154448,-0.44,0.0,
154449,-0.425,-0.005,
154450,-0.425,-0.01,
154451,-0.43,0.01,
154452,-0.415,0.02,
154453,-0.415,0.045,
154454,-0.4,0.035,
154455,-0.41,0.015,
154456,-0.4,0.035,
154457,-0.395,0.035,
154458,-0.37,0.045,
154459,-0.36,0.065,
154460,-0.355,0.07,
154461,-0.345,0.055,
154462,-0.33,0.05,
154463,-0.32,0.06,
154464,-0.305,0.085,
154465,-0.29,0.09,
154466,-0.285,0.09,
154467,-0.285,0.075,
154468,-0.285,0.08,
154469,-0.295,0.085,
154470,-0.295,0.095,
154471,-0.3,0.09,
154472,-0.29,0.095,
154473,-0.285,0.085,
154474,-0.29,0.08,
154475,-0.305,0.085,
154476,-0.28,0.095,
154477,-0.28,0.095,
154478,-0.275,0.09,
154479,-0.285,0.085,
154480,-0.3,0.08,
154481,-0.3,0.07,
154482,-0.285,0.085,
154483,-0.28,0.09,
154484,-0.28,0.09,
154485,-0.29,0.065,
154486,-0.29,0.07,
154487,-0.29,0.06,
154488,-0.29,0.07,
154489,-0.27,0.075,
154490,-0.28,0.075,
154491,-0.285,0.065,
154492,-0.295,0.05,
154493,-0.305,0.055,
154494,-0.3,0.06,
154495,-0.285,0.06,
154496,-0.29,0.08,
154497,-0.285,0.055,
154498,-0.295,0.035,
154499,-0.295,0.035,
154500,-0.305,0.055,
154501,-0.295,0.06,
154502,-0.29,0.055,
154503,-0.3,0.06,
154504,-0.315,0.04,
154505,-0.32,0.05,
154506,-0.31,0.05,
154507,-0.3,0.065,
154508,-0.295,0.065,
154509,-0.3,0.045,
154510,-0.31,0.045,
154511,-0.305,0.04,
154512,-0.3,0.05,
154513,-0.295,0.055,
154514,-0.305,0.045,
154515,-0.305,0.05,
154516,-0.32,0.04,
154517,-0.335,0.035,
154518,-0.325,0.05,
154519,-0.32,0.06,
154520,-0.325,0.06,
154521,-0.31,0.055,
154522,-0.325,0.045,
154523,-0.335,0.055,
154524,-0.335,0.05,
154525,-0.325,0.065,
154526,-0.33,0.055,
154527,-0.315,0.045,
154528,-0.325,0.035,
154529,-0.33,0.055,
154530,-0.33,0.04,
154531,-0.32,0.05,
154532,-0.3,0.065,
154533,-0.315,0.06,
154534,-0.32,0.06,
154535,-0.32,0.06,
154536,-0.315,0.07,
154537,-0.305,0.07,
154538,-0.31,0.08,
154539,-0.315,0.06,
154540,-0.32,0.05,
154541,-0.325,0.055,
154542,-0.315,0.065,
154543,-0.31,0.07,
154544,-0.31,0.09,
154545,-0.315,0.085,
154546,-0.32,0.08,
154547,-0.335,0.085,
154548,-0.325,0.085,
154549,-0.315,0.1,
154550,-0.32,0.1,
154551,-0.33,0.095,
154552,-0.325,0.08,
154553,-0.335,0.085,
154554,-0.325,0.095,
154555,-0.315,0.085,
154556,-0.31,0.095,
154557,-0.32,0.075,
154558,-0.32,0.07,
154559,-0.335,0.07,
154560,-0.31,0.08,
154561,-0.295,0.075,
154562,-0.285,0.065,
154563,-0.28,0.06,
154564,-0.285,0.05,
154565,-0.275,0.055,
154566,-0.265,0.05,
154567,-0.265,0.055,
154568,-0.245,0.06,
154569,-0.245,0.055,
154570,-0.245,0.045,
154571,-0.26,0.055,
154572,-0.24,0.055,
154573,-0.215,0.07,
154574,-0.22,0.045,
154575,-0.215,0.05,
154576,-0.225,0.05,
154577,-0.225,0.065,
154578,-0.23,0.075,
154579,-0.24,0.065,
154580,-0.26,0.06,
154581,-0.265,0.04,
154582,-0.275,0.03,
154583,-0.28,0.03,
154584,-0.275,0.045,
154585,-0.275,0.05,
154586,-0.285,0.055,
154587,-0.295,0.035,
154588,-0.305,0.01,
154589,-0.31,0.025,
154590,-0.31,0.02,
154591,-0.3,0.04,
