,V5,MLII,symbol
133999,-0.235,0.38,
134000,-0.235,0.38,
134001,-0.21,0.39,
134002,-0.195,0.42,
134003,-0.185,0.42,
134004,-0.2,0.415,
134005,-0.215,0.41,
134006,-0.215,0.43,
134007,-0.17,0.44,
134008,-0.15,0.47,
134009,-0.135,0.48,
134010,-0.15,0.48,
134011,-0.19,0.49,
134012,-0.17,0.51,
134013,-0.16,0.53,
134014,-0.13,0.54,
134015,-0.125,0.55,
134016,-0.125,0.565,
134017,-0.135,0.56,
134018,-0.13,0.575,
134019,-0.115,0.61,
134020,-0.105,0.635,
134021,-0.09,0.64,
134022,-0.095,0.645,
134023,-0.1,0.64,
134024,-0.09,0.67,
134025,-0.085,0.715,
134026,-0.055,0.74,
134027,-0.05,0.76,
134028,-0.045,0.775,
134029,-0.06,0.795,
134030,-0.065,0.82,
134031,-0.025,0.855,
134032,-0.005,0.915,
134033,0.005,0.93,
134034,0.0,0.95,
134035,0.01,0.975,
134036,0.02,1.01,
134037,0.045,1.065,
134038,0.08,1.105,
134039,0.09,1.14,
134040,0.09,1.165,
134041,0.075,1.185,
134042,0.105,1.23,
134043,0.14,1.275,
134044,0.15,1.33,
134045,0.17,1.355,
134046,0.17,1.36,
134047,0.16,1.38,
134048,0.175,1.405,
134049,0.21,1.42,
134050,0.22,1.455,
134051,0.235,1.455,
134052,0.245,1.435,
134053,0.225,1.435,
134054,0.24,1.43,
134055,0.235,1.42,
134056,0.255,1.42,
134057,0.265,1.39,
134058,0.23,1.355,
134059,0.235,1.315,
134060,0.21,1.285,
134061,0.225,1.275,
134062,0.225,1.245,
134063,0.21,1.2,
134064,0.205,1.155,
134065,0.185,1.1,
134066,0.17,1.06,
134067,0.15,1.02,
134068,0.16,0.995,
134069,0.155,0.955,
134070,0.135,0.875,
134071,0.125,0.82,
134072,0.11,0.795,
134073,0.09,0.76,
134074,0.1,0.745,
134075,0.09,0.69,
134076,0.095,0.635,
134077,0.065,0.585,
134078,0.06,0.56,
134079,0.04,0.535,
134080,0.05,0.51,
134081,0.04,0.475,
134082,0.01,0.435,
134083,-0.015,0.4,
134084,-0.025,0.39,
134085,-0.02,0.37,
134086,-0.025,0.36,
134087,-0.03,0.335,
134088,-0.045,0.285,
134089,-0.065,0.275,
134090,-0.08,0.255,
134091,-0.095,0.26,
134092,-0.09,0.26,
134093,-0.09,0.235,
134094,-0.11,0.23,
134095,-0.135,0.19,
134096,-0.155,0.185,
134097,-0.155,0.195,
134098,-0.13,0.185,
134099,-0.13,0.185,
134100,-0.135,0.165,
134101,-0.16,0.16,
134102,-0.165,0.155,
134103,-0.17,0.17,
134104,-0.16,0.18,
134105,-0.155,0.155,
134106,-0.165,0.14,
134107,-0.19,0.12,
134108,-0.195,0.135,
134109,-0.19,0.13,
134110,-0.175,0.15,
134111,-0.19,0.15,
134112,-0.195,0.115,
134113,-0.195,0.1,
134114,-0.2,0.125,
134115,-0.21,0.12,
134116,-0.2,0.115,
134117,-0.185,0.125,
134118,-0.2,0.105,
134119,-0.21,0.1,
134120,-0.21,0.095,
134121,-0.2,0.115,
134122,-0.195,0.12,
134123,-0.19,0.105,
134124,-0.21,0.095,
134125,-0.23,0.085,
134126,-0.22,0.09,
134127,-0.21,0.095,
134128,-0.205,0.1,
134129,-0.22,0.09,
134130,-0.21,0.07,
134131,-0.24,0.06,
134132,-0.24,0.075,
134133,-0.235,0.075,
134134,-0.225,0.08,
134135,-0.24,0.065,
134136,-0.24,0.065,
134137,-0.245,0.055,
134138,-0.255,0.05,
134139,-0.26,0.05,
134140,-0.24,0.06,
134141,-0.25,0.05,
134142,-0.25,0.055,
134143,-0.275,0.035,
134144,-0.27,0.04,
134145,-0.265,0.045,
134146,-0.255,0.05,
134147,-0.255,0.035,
134148,-0.265,0.03,
134149,-0.275,0.03,
134150,-0.29,0.04,
134151,-0.275,0.045,
134152,-0.26,0.05,
134153,-0.265,0.03,
134154,-0.27,0.025,
134155,-0.285,0.01,
134156,-0.295,0.02,
134157,-0.285,0.02,
134158,-0.28,0.035,
134159,-0.265,0.03,
134160,-0.285,0.015,
134161,-0.295,0.015,
134162,-0.305,0.01,
134163,-0.305,0.015,
134164,-0.275,0.02,
134165,-0.285,0.015,
134166,-0.295,0.005,
134167,-0.31,-0.01,
134168,-0.3,0.005,
134169,-0.3,0.015,
134170,-0.28,0.015,
134171,-0.295,0.01,
134172,-0.3,0.0,
134173,-0.31,-0.02,
134174,-0.31,0.005,
134175,-0.305,0.025,
134176,-0.29,0.03,
134177,-0.295,0.025,
134178,-0.3,0.005,
134179,-0.325,-0.005,
134180,-0.32,0.0,
134181,-0.31,0.01,
134182,-0.305,0.025,
134183,-0.3,0.015,
134184,-0.315,0.005,
134185,-0.31,0.005,
134186,-0.34,-0.005,
134187,-0.33,0.015,
134188,-0.3,0.01,
134189,-0.295,-0.005,
134190,-0.315,-0.015,
134191,-0.325,-0.015,
134192,-0.33,0.0,
134193,-0.33,0.015,
134194,-0.305,0.025,
134195,-0.29,0.005,
134196,-0.305,0.005,
134197,-0.325,-0.01,
134198,-0.32,-0.005,
134199,-0.325,0.02,
134200,-0.305,0.02,
134201,-0.31,0.01,
134202,-0.32,0.0,
134203,-0.33,-0.015,
134204,-0.345,-0.01,
134205,-0.335,0.01,
134206,-0.335,0.025,
134207,-0.31,0.02,
134208,-0.31,-0.005,
134209,-0.335,-0.005,
134210,-0.335,0.005,
134211,-0.32,0.015,
134212,-0.305,0.03,
134213,-0.305,0.025,
134214,-0.31,0.01,
134215,-0.32,0.0,
134216,-0.32,0.0,
134217,-0.325,0.015,
134218,-0.31,0.03,
134219,-0.305,0.02,
134220,-0.305,0.005,
134221,-0.325,0.0,
134222,-0.32,0.0,
134223,-0.315,0.02,
134224,-0.32,0.03,
134225,-0.325,0.03,
134226,-0.305,0.015,
134227,-0.335,0.0,
134228,-0.33,0.005,
134229,-0.325,0.015,
134230,-0.315,0.025,
134231,-0.305,0.03,
134232,-0.32,0.01,
134233,-0.33,0.01,
134234,-0.33,0.015,
134235,-0.32,0.03,
134236,-0.31,0.03,
134237,-0.305,0.03,
134238,-0.31,0.01,
134239,-0.33,0.015,
134240,-0.33,0.01,
134241,-0.315,0.025,
134242,-0.305,0.03,
134243,-0.3,0.02,
134244,-0.3,0.005,
134245,-0.33,-0.005,
134246,-0.33,0.02,
134247,-0.315,0.03,
134248,-0.31,0.03,
134249,-0.305,0.02,
134250,-0.315,0.01,
134251,-0.335,0.005,
134252,-0.32,0.015,
134253,-0.31,0.035,
134254,-0.29,0.04,
134255,-0.29,0.03,
134256,-0.285,0.025,
134257,-0.305,0.015,
134258,-0.31,0.025,
134259,-0.31,0.04,
134260,-0.285,0.055,
134261,-0.285,0.04,
134262,-0.285,0.025,
134263,-0.3,0.015,
134264,-0.31,0.025,
134265,-0.305,0.035,
134266,-0.28,0.05,
134267,-0.285,0.04,
134268,-0.3,0.045,
134269,-0.32,0.025,
134270,-0.315,0.035,
134271,-0.3,0.045,
134272,-0.28,0.055,
134273,-0.29,0.04,
134274,-0.3,0.03,
134275,-0.32,0.025,
134276,-0.325,0.04,
134277,-0.295,0.05,
134278,-0.295,0.055,
134279,-0.275,0.045,
134280,-0.295,0.035,
134281,-0.305,0.03,
134282,-0.305,0.035,
134283,-0.29,0.05,
134284,-0.28,0.06,
134285,-0.275,0.055,
134286,-0.295,0.045,
134287,-0.295,0.03,
134288,-0.3,0.035,
134289,-0.31,0.04,
134290,-0.28,0.055,
134291,-0.28,0.055,
134292,-0.295,0.05,
134293,-0.3,0.05,
134294,-0.315,0.035,
134295,-0.29,0.035,
134296,-0.275,0.06,
134297,-0.285,0.045,
134298,-0.3,0.05,
134299,-0.315,0.045,
134300,-0.295,0.045,
134301,-0.285,0.065,
134302,-0.275,0.06,
134303,-0.275,0.06,
134304,-0.285,0.045,
134305,-0.29,0.035,
134306,-0.29,0.05,
134307,-0.29,0.05,
134308,-0.265,0.06,
134309,-0.275,0.06,
134310,-0.275,0.045,
134311,-0.295,0.03,
134312,-0.31,0.035,
134313,-0.285,0.05,
134314,-0.275,0.065,
134315,-0.275,0.055,
134316,-0.275,0.045,
134317,-0.29,0.035,
134318,-0.29,0.05,
134319,-0.285,0.065,
134320,-0.275,0.065,
134321,-0.27,0.045,
134322,-0.285,0.035,
134323,-0.32,0.045,
134324,-0.3,0.055,
134325,-0.285,0.07,
134326,-0.275,0.09,
134327,-0.27,0.07,
134328,-0.29,0.065,
134329,-0.3,0.045,
134330,-0.295,0.06,
134331,-0.28,0.075,
134332,-0.27,0.08,
134333,-0.265,0.065,
134334,-0.28,0.06,
134335,-0.295,0.05,
134336,-0.305,0.05,
134337,-0.28,0.06,
134338,-0.28,0.09,
134339,-0.275,0.09,
134340,-0.28,0.055,
134341,-0.28,0.05,
134342,-0.285,0.065,
134343,-0.27,0.08,
134344,-0.27,0.08,
134345,-0.26,0.085,
134346,-0.275,0.06,
134347,-0.29,0.055,
134348,-0.285,0.06,
134349,-0.27,0.075,
134350,-0.255,0.08,
134351,-0.27,0.065,
134352,-0.26,0.07,
134353,-0.275,0.055,
134354,-0.275,0.07,
134355,-0.265,0.085,
134356,-0.25,0.085,
134357,-0.275,0.085,
134358,-0.275,0.08,
134359,-0.29,0.065,
134360,-0.285,0.07,
134361,-0.28,0.09,
134362,-0.25,0.095,
134363,-0.255,0.09,
134364,-0.255,0.07,
134365,-0.28,0.065,
134366,-0.275,0.07,
134367,-0.255,0.085,
134368,-0.25,0.11,
134369,-0.24,0.095,
134370,-0.26,0.07,
134371,-0.27,0.07,
134372,-0.27,0.075,
134373,-0.27,0.095,
134374,-0.255,0.105,
134375,-0.25,0.09,
134376,-0.25,0.09,
134377,-0.27,0.08,
134378,-0.275,0.085,
134379,-0.27,0.105,
134380,-0.235,0.12,
134381,-0.225,0.115,
134382,-0.225,0.105,
134383,-0.23,0.1,
134384,-0.235,0.115,
134385,-0.205,0.13,
134386,-0.19,0.145,
134387,-0.19,0.13,
134388,-0.2,0.135,
134389,-0.21,0.13,
134390,-0.215,0.13,
134391,-0.205,0.155,
134392,-0.19,0.16,
134393,-0.19,0.155,
134394,-0.195,0.15,
134395,-0.205,0.15,
134396,-0.21,0.15,
134397,-0.195,0.155,
134398,-0.175,0.175,
134399,-0.185,0.145,
134400,-0.2,0.14,
134401,-0.21,0.125,
134402,-0.235,0.11,
134403,-0.21,0.13,
134404,-0.2,0.13,
134405,-0.22,0.14,
134406,-0.225,0.13,
134407,-0.25,0.105,
134408,-0.245,0.12,
134409,-0.235,0.145,
134410,-0.22,0.155,
134411,-0.23,0.14,
134412,-0.24,0.13,
134413,-0.25,0.13,
134414,-0.245,0.135,
134415,-0.225,0.145,
134416,-0.205,0.155,
134417,-0.205,0.14,
134418,-0.215,0.13,
134419,-0.215,0.115,
134420,-0.225,0.12,
134421,-0.21,0.12,
134422,-0.205,0.12,
134423,-0.21,0.115,
134424,-0.235,0.095,
134425,-0.265,0.085,
134426,-0.27,0.11,
134427,-0.27,0.115,
134428,-0.25,0.125,
134429,-0.255,0.11,
134430,-0.26,0.105,
134431,-0.27,0.09,
134432,-0.27,0.1,
134433,-0.265,0.1,
134434,-0.235,0.115,
134435,-0.24,0.12,
134436,-0.255,0.115,
134437,-0.265,0.09,
134438,-0.28,0.09,
134439,-0.265,0.11,
134440,-0.25,0.11,
134441,-0.25,0.11,
134442,-0.265,0.1,
134443,-0.285,0.095,
134444,-0.28,0.1,
134445,-0.27,0.105,
134446,-0.25,0.12,
134447,-0.255,0.11,
134448,-0.26,0.095,
134449,-0.28,0.1,
134450,-0.27,0.11,
134451,-0.27,0.125,
134452,-0.255,0.135,
134453,-0.245,0.14,
134454,-0.26,0.125,
134455,-0.26,0.115,
134456,-0.26,0.135,
134457,-0.25,0.165,
134458,-0.235,0.19,
134459,-0.225,0.215,
134460,-0.23,0.24,
134461,-0.23,0.27,
134462,-0.21,0.33,
134463,-0.185,0.385,
134464,-0.165,0.435,
134465,-0.14,0.48,
134466,-0.14,0.56,
134467,-0.2,0.68,
134468,-0.275,0.835,
134469,-0.315,1.0,
134470,-0.34,1.15,
134471,-0.4,1.31,
134472,-0.45,1.45,
134473,-0.505,1.6,
134474,-0.55,1.81,
134475,-0.55,2.015,
134476,-0.485,2.195,N
134477,-0.41,2.28,
134478,-0.325,2.22,
134479,-0.215,1.985,
134480,-0.1,1.605,
134481,0.0,1.145,
134482,0.02,0.76,
134483,-0.09,0.47,
134484,-0.29,0.265,
134485,-0.485,0.185,
134486,-0.6,0.175,
134487,-0.62,0.195,
134488,-0.58,0.19,
134489,-0.515,0.165,
134490,-0.435,0.14,
134491,-0.355,0.125,
134492,-0.31,0.11,
134493,-0.27,0.11,
134494,-0.25,0.1,
134495,-0.245,0.065,
134496,-0.23,0.04,
134497,-0.245,0.03,
134498,-0.245,0.015,
134499,-0.225,0.025,
134500,-0.21,0.02,
134501,-0.21,0.025,
134502,-0.21,0.005,
134503,-0.225,-0.01,
134504,-0.215,-0.005,
134505,-0.205,0.015,
134506,-0.185,0.025,
134507,-0.185,0.0,
134508,-0.195,-0.015,
134509,-0.21,-0.015,
134510,-0.2,-0.01,
134511,-0.19,0.0,
134512,-0.17,0.005,
134513,-0.165,-0.005,
134514,-0.18,-0.02,
134515,-0.195,-0.03,
134516,-0.185,-0.025,
134517,-0.175,-0.01,
134518,-0.155,-0.01,
134519,-0.165,-0.02,
134520,-0.175,-0.03,
134521,-0.18,-0.025,
134522,-0.19,-0.025,
134523,-0.165,-0.03,
134524,-0.145,-0.01,
134525,-0.155,-0.03,
134526,-0.16,-0.05,
134527,-0.18,-0.04,
134528,-0.195,-0.04,
134529,-0.17,-0.035,
134530,-0.16,-0.025,
134531,-0.16,-0.02,
134532,-0.16,-0.05,
134533,-0.17,-0.05,
134534,-0.165,-0.05,
134535,-0.16,-0.035,
134536,-0.14,-0.02,
134537,-0.135,-0.035,
134538,-0.155,-0.045,
134539,-0.16,-0.055,
134540,-0.155,-0.035,
134541,-0.14,-0.03,
134542,-0.125,-0.015,
134543,-0.125,-0.015,
134544,-0.13,-0.04,
134545,-0.125,-0.045,
134546,-0.14,-0.025,
134547,-0.13,-0.02,
134548,-0.11,-0.015,
134549,-0.115,-0.005,
134550,-0.115,-0.025,
134551,-0.145,-0.03,
134552,-0.125,-0.02,
134553,-0.095,-0.015,
134554,-0.105,0.01,
134555,-0.09,0.005,
134556,-0.095,-0.005,
134557,-0.115,-0.005,
134558,-0.105,-0.005,
134559,-0.08,0.02,
134560,-0.055,0.025,
134561,-0.06,0.03,
134562,-0.07,0.015,
134563,-0.075,0.02,
134564,-0.085,0.035,
134565,-0.07,0.045,
134566,-0.045,0.07,
134567,-0.045,0.05,
134568,-0.05,0.06,
134569,-0.055,0.05,
134570,-0.055,0.075,
134571,-0.05,0.09,
134572,-0.015,0.105,
134573,-0.015,0.11,
134574,-0.02,0.1,
134575,-0.025,0.115,
134576,-0.03,0.12,
134577,-0.02,0.155,
134578,0.005,0.165,
134579,0.01,0.185,
134580,0.005,0.185,
134581,0.0,0.195,
134582,0.01,0.215,
134583,0.015,0.24,
134584,0.045,0.265,
134585,0.04,0.275,
134586,0.035,0.28,
134587,0.015,0.275,
134588,0.03,0.3,
134589,0.015,0.335,
134590,0.05,0.345,
134591,0.035,0.355,
134592,0.035,0.34,
134593,0.015,0.355,
134594,0.015,0.365,
134595,0.025,0.375,
134596,0.03,0.38,
134597,0.035,0.37,
134598,0.02,0.36,
134599,0.0,0.365,
134600,-0.005,0.365,
134601,-0.005,0.355,
134602,0.01,0.365,
134603,0.005,0.34,
134604,-0.01,0.32,
134605,-0.03,0.305,
134606,-0.035,0.315,
134607,-0.045,0.32,
134608,-0.02,0.32,
134609,-0.04,0.295,
134610,-0.045,0.29,
134611,-0.075,0.25,
134612,-0.08,0.26,
134613,-0.08,0.27,
134614,-0.075,0.27,
134615,-0.085,0.25,
134616,-0.105,0.225,
134617,-0.125,0.225,
134618,-0.125,0.225,
134619,-0.135,0.235,
134620,-0.115,0.24,
134621,-0.115,0.235,
134622,-0.125,0.215,
134623,-0.145,0.195,
134624,-0.17,0.21,
134625,-0.15,0.22,
134626,-0.13,0.225,
134627,-0.135,0.21,
134628,-0.15,0.205,
134629,-0.16,0.195,
134630,-0.165,0.2,
134631,-0.14,0.19,
134632,-0.13,0.215,
134633,-0.135,0.19,
134634,-0.16,0.185,
134635,-0.17,0.17,
134636,-0.155,0.175,
134637,-0.155,0.19,
134638,-0.14,0.21,
134639,-0.14,0.195,
134640,-0.16,0.185,
134641,-0.175,0.185,
134642,-0.18,0.19,
134643,-0.17,0.2,
134644,-0.15,0.195,
134645,-0.16,0.185,
134646,-0.17,0.19,
134647,-0.18,0.175,
134648,-0.2,0.185,
134649,-0.16,0.17,
134650,-0.165,0.19,
134651,-0.155,0.175,
134652,-0.165,0.16,
134653,-0.175,0.16,
134654,-0.18,0.185,
134655,-0.17,0.18,
134656,-0.155,0.18,
134657,-0.155,0.18,
134658,-0.165,0.16,
134659,-0.175,0.165,
134660,-0.175,0.175,
134661,-0.155,0.18,
134662,-0.15,0.195,
134663,-0.145,0.19,
134664,-0.155,0.175,
134665,-0.16,0.17,
134666,-0.175,0.165,
134667,-0.165,0.185,
134668,-0.145,0.205,
134669,-0.145,0.2,
134670,-0.145,0.175,
134671,-0.17,0.17,
134672,-0.16,0.185,
134673,-0.155,0.21,
134674,-0.135,0.2,
134675,-0.14,0.2,
134676,-0.155,0.195,
134677,-0.175,0.175,
134678,-0.18,0.18,
134679,-0.155,0.19,
134680,-0.145,0.2,
134681,-0.14,0.205,
134682,-0.155,0.185,
134683,-0.175,0.185,
134684,-0.175,0.19,
134685,-0.16,0.19,
134686,-0.145,0.195,
134687,-0.145,0.185,
134688,-0.165,0.175,
134689,-0.175,0.17,
134690,-0.175,0.185,
134691,-0.17,0.185,
134692,-0.16,0.195,
134693,-0.155,0.18,
134694,-0.155,0.165,
134695,-0.175,0.16,
134696,-0.18,0.165,
134697,-0.17,0.175,
134698,-0.16,0.18,
134699,-0.16,0.165,
134700,-0.185,0.155,
134701,-0.19,0.145,
134702,-0.195,0.145,
134703,-0.185,0.155,
134704,-0.19,0.165,
134705,-0.185,0.155,
134706,-0.19,0.145,
134707,-0.22,0.14,
134708,-0.215,0.145,
134709,-0.21,0.17,
134710,-0.21,0.16,
134711,-0.2,0.155,
134712,-0.215,0.14,
134713,-0.225,0.13,
134714,-0.23,0.145,
134715,-0.22,0.14,
134716,-0.22,0.145,
134717,-0.225,0.15,
134718,-0.225,0.135,
134719,-0.24,0.125,
134720,-0.235,0.135,
134721,-0.225,0.14,
134722,-0.21,0.145,
134723,-0.225,0.145,
134724,-0.22,0.125,
134725,-0.24,0.12,
134726,-0.24,0.125,
134727,-0.23,0.145,
134728,-0.215,0.15,
134729,-0.22,0.145,
134730,-0.225,0.12,
134731,-0.245,0.115,
134732,-0.245,0.115,
134733,-0.235,0.135,
134734,-0.24,0.14,
134735,-0.245,0.14,
134736,-0.24,0.12,
134737,-0.27,0.115,
134738,-0.26,0.125,
134739,-0.245,0.13,
134740,-0.23,0.135,
134741,-0.235,0.14,
134742,-0.24,0.12,
134743,-0.255,0.11,
134744,-0.26,0.115,
134745,-0.235,0.135,
134746,-0.225,0.14,
134747,-0.225,0.125,
134748,-0.235,0.13,
134749,-0.25,0.115,
134750,-0.245,0.11,
134751,-0.245,0.13,
134752,-0.23,0.14,
134753,-0.24,0.135,
134754,-0.25,0.115,
134755,-0.265,0.115,
134756,-0.265,0.12,
134757,-0.25,0.135,
134758,-0.22,0.135,
134759,-0.235,0.12,
134760,-0.24,0.12,
134761,-0.245,0.105,
134762,-0.26,0.11,
134763,-0.24,0.13,
134764,-0.225,0.145,
134765,-0.235,0.14,
134766,-0.24,0.11,
134767,-0.25,0.12,
134768,-0.245,0.125,
134769,-0.25,0.125,
134770,-0.24,0.14,
134771,-0.23,0.13,
134772,-0.25,0.12,
134773,-0.25,0.115,
134774,-0.255,0.135,
134775,-0.23,0.135,
134776,-0.22,0.14,
134777,-0.225,0.145,
134778,-0.23,0.125,
134779,-0.245,0.12,
134780,-0.245,0.135,
134781,-0.24,0.14,
134782,-0.23,0.15,
134783,-0.225,0.145,
134784,-0.23,0.14,
134785,-0.255,0.13,
134786,-0.255,0.135,
134787,-0.24,0.14,
134788,-0.23,0.16,
134789,-0.225,0.16,
134790,-0.235,0.15,
134791,-0.225,0.14,
134792,-0.24,0.15,
134793,-0.2,0.165,
134794,-0.185,0.18,
134795,-0.195,0.17,
134796,-0.2,0.165,
134797,-0.21,0.15,
134798,-0.225,0.17,
134799,-0.2,0.18,
134800,-0.18,0.2,
134801,-0.195,0.195,
134802,-0.175,0.185,
134803,-0.185,0.17,
134804,-0.185,0.185,
134805,-0.185,0.2,
134806,-0.18,0.2,
134807,-0.2,0.18,
134808,-0.2,0.16,
134809,-0.22,0.14,
134810,-0.24,0.14,
134811,-0.245,0.155,
134812,-0.23,0.16,
134813,-0.245,0.155,
134814,-0.26,0.155,
134815,-0.255,0.15,
134816,-0.25,0.14,
134817,-0.24,0.165,
134818,-0.225,0.165,
134819,-0.23,0.165,
134820,-0.22,0.165,
134821,-0.245,0.16,
134822,-0.245,0.17,
134823,-0.23,0.175,
134824,-0.215,0.17,
134825,-0.215,0.17,
134826,-0.205,0.13,
134827,-0.22,0.11,
134828,-0.24,0.12,
134829,-0.235,0.125,
134830,-0.255,0.13,
134831,-0.25,0.12,
134832,-0.265,0.11,
134833,-0.275,0.115,
134834,-0.28,0.12,
134835,-0.26,0.14,
134836,-0.25,0.145,
134837,-0.25,0.115,
134838,-0.27,0.11,
134839,-0.275,0.105,
134840,-0.275,0.11,
134841,-0.26,0.12,
134842,-0.25,0.13,
134843,-0.27,0.125,
134844,-0.275,0.12,
134845,-0.28,0.105,
134846,-0.29,0.12,
134847,-0.26,0.13,
134848,-0.25,0.14,
134849,-0.245,0.13,
134850,-0.27,0.115,
134851,-0.285,0.115,
134852,-0.285,0.125,
134853,-0.26,0.135,
134854,-0.235,0.135,
134855,-0.255,0.13,
134856,-0.25,0.115,
134857,-0.26,0.11,
134858,-0.27,0.14,
134859,-0.255,0.155,
134860,-0.245,0.17,
134861,-0.245,0.17,
134862,-0.25,0.165,
134863,-0.265,0.175,
134864,-0.25,0.205,
134865,-0.23,0.26,
134866,-0.225,0.315,
134867,-0.21,0.355,
134868,-0.19,0.38,
134869,-0.19,0.435,
134870,-0.175,0.52,
134871,-0.175,0.645,
134872,-0.21,0.77,
134873,-0.295,0.91,
134874,-0.37,1.045,
134875,-0.445,1.175,
134876,-0.49,1.325,
134877,-0.56,1.47,
134878,-0.63,1.62,
134879,-0.66,1.81,
134880,-0.67,1.99,N
134881,-0.625,2.1,
134882,-0.53,2.085,
134883,-0.39,1.95,
134884,-0.25,1.64,
134885,-0.16,1.215,
134886,-0.105,0.79,
134887,-0.14,0.49,
134888,-0.27,0.285,
134889,-0.46,0.17,
134890,-0.595,0.13,
134891,-0.65,0.13,
134892,-0.64,0.12,
134893,-0.605,0.13,
134894,-0.53,0.135,
134895,-0.425,0.135,
134896,-0.335,0.13,
134897,-0.25,0.105,
134898,-0.235,0.08,
134899,-0.24,0.065,
134900,-0.235,0.075,
134901,-0.2,0.09,
134902,-0.185,0.08,
134903,-0.195,0.075,
134904,-0.2,0.055,
134905,-0.215,0.05,
134906,-0.205,0.06,
134907,-0.185,0.06,
134908,-0.165,0.07,
134909,-0.165,0.055,
134910,-0.165,0.05,
134911,-0.165,0.035,
134912,-0.165,0.04,
134913,-0.155,0.05,
134914,-0.15,0.055,
134915,-0.16,0.06,
134916,-0.155,0.03,
134917,-0.17,0.03,
134918,-0.175,0.045,
134919,-0.14,0.065,
134920,-0.13,0.05,
134921,-0.125,0.04,
134922,-0.145,0.03,
134923,-0.155,0.015,
134924,-0.145,0.03,
134925,-0.135,0.04,
134926,-0.11,0.045,
134927,-0.115,0.045,
134928,-0.13,0.03,
134929,-0.145,0.02,
134930,-0.145,0.02,
134931,-0.145,0.025,
134932,-0.115,0.035,
134933,-0.125,0.035,
134934,-0.14,0.015,
134935,-0.14,0.015,
134936,-0.145,0.015,
134937,-0.12,0.035,
134938,-0.095,0.045,
134939,-0.105,0.035,
134940,-0.12,0.02,
134941,-0.16,0.015,
134942,-0.14,0.015,
134943,-0.125,0.025,
134944,-0.11,0.04,
134945,-0.11,0.03,
134946,-0.12,0.025,
134947,-0.125,0.01,
134948,-0.135,0.03,
134949,-0.125,0.04,
134950,-0.105,0.045,
134951,-0.105,0.045,
134952,-0.11,0.035,
134953,-0.115,0.035,
134954,-0.11,0.05,
134955,-0.085,0.055,
134956,-0.08,0.06,
134957,-0.065,0.055,
134958,-0.075,0.035,
134959,-0.095,0.045,
134960,-0.085,0.05,
134961,-0.085,0.07,
134962,-0.07,0.075,
134963,-0.05,0.07,
134964,-0.06,0.06,
134965,-0.065,0.05,
134966,-0.06,0.065,
134967,-0.05,0.065,
134968,-0.035,0.09,
134969,-0.03,0.075,
134970,-0.04,0.07,
134971,-0.04,0.085,
134972,-0.04,0.105,
134973,-0.005,0.13,
134974,0.015,0.125,
134975,0.015,0.12,
134976,-0.005,0.12,
134977,0.0,0.125,
134978,0.01,0.15,
134979,0.02,0.18,
134980,0.035,0.195,
134981,0.035,0.195,
134982,0.035,0.19,
134983,0.02,0.19,
134984,0.035,0.22,
134985,0.045,0.235,
134986,0.065,0.255,
134987,0.075,0.275,
134988,0.065,0.265,
134989,0.045,0.285,
134990,0.06,0.3,
134991,0.07,0.335,
134992,0.08,0.36,
134993,0.08,0.355,
134994,0.075,0.345,
134995,0.05,0.35,
134996,0.04,0.37,
134997,0.055,0.38,
134998,0.06,0.4,
134999,0.055,0.375,
135000,0.045,0.365,
135001,0.025,0.36,
135002,0.01,0.36,
135003,0.005,0.375,
135004,0.015,0.365,
135005,0.0,0.355,
135006,-0.03,0.33,
135007,-0.045,0.32,
135008,-0.06,0.325,
135009,-0.055,0.325,
135010,-0.055,0.32,
135011,-0.065,0.3,
135012,-0.08,0.275,
135013,-0.095,0.27,
135014,-0.11,0.25,
135015,-0.105,0.28,
135016,-0.11,0.265,
135017,-0.115,0.25,
135018,-0.125,0.235,
135019,-0.14,0.22,
135020,-0.15,0.225,
135021,-0.14,0.225,
135022,-0.14,0.235,
135023,-0.145,0.22,
135024,-0.16,0.205,
135025,-0.19,0.205,
135026,-0.17,0.215,
135027,-0.17,0.24,
135028,-0.15,0.23,
135029,-0.165,0.22,
135030,-0.175,0.19,
135031,-0.195,0.19,
135032,-0.195,0.2,
135033,-0.18,0.21,
135034,-0.165,0.215,
135035,-0.17,0.195,
135036,-0.18,0.175,
135037,-0.195,0.17,
135038,-0.185,0.19,
135039,-0.195,0.2,
135040,-0.175,0.195,
135041,-0.185,0.185,
135042,-0.21,0.165,
135043,-0.215,0.15,
135044,-0.22,0.18,
135045,-0.205,0.185,
135046,-0.185,0.19,
135047,-0.185,0.18,
135048,-0.2,0.17,
135049,-0.2,0.155,
135050,-0.205,0.17,
135051,-0.19,0.19,
135052,-0.195,0.16,
135053,-0.195,0.155,
135054,-0.205,0.155,
135055,-0.215,0.14,
135056,-0.215,0.155,
135057,-0.21,0.16,
135058,-0.2,0.17,
135059,-0.2,0.16,
135060,-0.205,0.15,
135061,-0.22,0.14,
135062,-0.235,0.155,
135063,-0.21,0.165,
135064,-0.19,0.17,
135065,-0.19,0.165,
135066,-0.2,0.15,
135067,-0.205,0.135,
135068,-0.21,0.15,
135069,-0.195,0.15,
135070,-0.19,0.165,
135071,-0.195,0.16,
135072,-0.21,0.15,
135073,-0.22,0.15,
135074,-0.21,0.155,
135075,-0.195,0.17,
135076,-0.17,0.17,
135077,-0.185,0.175,
